municipality,zip_code,age,gender,state,municipality_type
Unknown,02740,29,M,MA,state
Unknown,01082,64,F,MA,state
Unknown,32976,63,F,FL,state
Unknown,34684,58,M,FL,state
Unknown,37144,23,M,TN,state
Unknown,33066,61,M,FL,state
Unknown,13440,47,M,NY,state
Town Of Weymouth,33445,102,F,FL,municipal
Unknown,38556,55,M,TN,state
Unknown,63126,57,M,MO,state
Unknown,02760,74,M,MA,state
Unknown,34488,60,F,FL,state
Unknown,19968,55,F,DE,state
Unknown,70665,56,F,LA,state
Unknown,29526,25,F,SC,state
Unknown,29579,54,F,SC,state
Unknown,29579,54,F,SC,state
Unknown,86301,62,F,AZ,state
Unknown,33066,24,F,FL,state
Unknown,28269,50,F,NC,state
Unknown,02472,61,M,MA,state
Unknown,07470,26,F,NJ,state
City Of Lawrence,01844,70,F,MA,municipal
Unknown,33991,73,M,FL,state
Unknown,34745,52,F,FL,state
Unknown,33947,56,M,FL,state
Unknown,98372,59,M,WA,state
Unknown,34108,55,M,FL,state
Unknown,33068,89,F,FL,state
Unknown,32256,64,M,FL,state
Unknown,85351,63,F,AZ,state
Unknown,12189,54,M,NY,state
Unknown,02769,64,F,MA,state
Unknown,12202,32,F,NY,state
Unknown,29690,64,F,SC,state
Unknown,32937,59,F,FL,state
Unknown,32408,52,F,FL,state
Unknown,02135,69,F,MA,state
Unknown,32311,38,M,FL,state
Unknown,34481,56,M,FL,state
Unknown,30101,64,F,GA,state
Unknown,02184,62,F,MA,state
Unknown,20850,19,F,MD,state
Unknown,99501,60,M,AK,state
Unknown,33947,62,M,FL,state
Unknown,34229,62,F,FL,state
Unknown,34288,14,F,FL,state
Unknown,01603,64,F,MA,state
Unknown,29576,16,F,SC,state
Town Of Stoneham,33897,57,F,FL,municipal
Unknown,23834,23,F,VA,state
Unknown,18980,72,F,PA,state
Unknown,41048,19,F,KY,state
Unknown,91701,61,F,CA,state
Unknown,34987,58,F,FL,state
Unknown,34135,67,F,FL,state
Unknown,00767,54,F,PR,state
Unknown,34288,50,F,FL,state
Unknown,02726,19,M,MA,state
Unknown,20850,56,F,MD,state
Unknown,30110,79,F,GA,state
Unknown,29650,64,F,SC,state
Unknown,92660,37,M,CA,state
Town Of Lynnfield,32137,76,F,FL,municipal
Unknown,01540,52,F,MA,state
Unknown,22630,56,F,VA,state
City Of Lawrence,32940,63,F,FL,municipal
Unknown,12474,20,F,NY,state
Unknown,02032,55,M,MA,state
Unknown,75414,63,M,TX,state
Unknown,30519,61,M,GA,state
Unknown,33897,17,F,FL,state
Unknown,91335,39,M,CA,state
Unknown,28409,15,F,NC,state
Unknown,33305,64,M,FL,state
Unknown,07470,62,F,NJ,state
Unknown,91740,72,F,CA,state
Unknown,33912,61,M,FL,state
Unknown,75072,65,M,NA,state
Unknown,34281,58,F,FL,state
Unknown,30152,60,M,GA,state
Unknown,33983,57,M,FL,state
City Of Medford,33576,59,F,FL,municipal
Unknown,33859,64,M,FL,state
Unknown,64155,14,F,MO,state
Town Of Stoneham,34952,53,F,FL,municipal
Unknown,01002,36,M,MA,state
Unknown,01757,8,F,MA,state
Unknown,34473,64,F,FL,state
Unknown,29568,60,F,SC,state
Unknown,29620,68,M,SC,state
Unknown,33813,59,M,FL,state
Town Of Norwood,77433,49,F,TX,municipal
Unknown,20708,91,F,MD,state
Unknown,02660,57,F,MA,state
Unknown,89052,73,F,NV,state
Unknown,30127,20,M,GA,state
City Of Medford,27615,76,M,NC,municipal
Unknown,02637,60,F,MA,state
Unknown,95608,60,M,CA,state
Unknown,33843,60,M,FL,state
City Of Northampton-Hr,08759,79,F,NJ,municipal
Unknown,12204,83,F,NY,state
Unknown,01003,63,M,MA,state
Unknown,29579,60,F,SC,state
Unknown,43537,17,M,OH,state
Unknown,33139,58,F,FL,state
Unknown,33710,4,M,FL,state
Town Of Weymouth,33467,81,M,FL,municipal
